employee_id,first_name,last_name,salary,department_id,job_id,manager_id,hire_date
2414,Steven,Williams,0.0,104.0,HYG01,,2029-02-19
2415,Nicole,Avila,,999.0,REC01,,2025-11-04
2416,Kelly,Davis,263088.72,999.0,SUR01,3092.0,2016-01-28
2417,Jessica,Martinez,142568.17,999.0,HYG01,9999.0,2028-03-19
2418,Michelle,Johns,121294.54,102.0,FIN01,,2012-06-05
2419,Gina,Greer,,,MGR01,,2013-07-01
2420,Jennifer,GIBBS,216568.74,112.0,REC01,9999.0,2024-05-14
2421,David,Young,,,IT01,9999.0,2016-10-04
2422,Justin,Warner,0.0,999.0,DDS01,,2030-02-08
2423,Carolyn,Roberts,0.0,999.0,SUR01,3121.0,2029-05-05
2424,Steven,Castro,0.0,999.0,SUR01,2291.0,2013-07-08
2425,Rachel,Lee,0.0,114.0,MGR01,9999.0,2027-10-08
2426,Jennifer,Williams,0.0,,HYG01,2731.0,2019-12-24
2427,Mark,Rivera,,999.0,FIN01,9999.0,2012-01-23
2428,Melissa,Santos,,104.0,REC01,9999.0,2027-11-02
2429,Daniel,Scott,,,MGR01,,2027-11-05
2430,Suzanne,Gilmore,109541.67,999.0,HYG01,,2026-01-22
2431,Christina,Smith,0.0,999.0,MGR01,2435.0,2028-06-10
2432,Andrew,Wheeler,,999.0,IT01,,2012-01-30
2433,William,Curtis,47436.09,999.0,IT01,3401.0,2015-12-24
2434,Sean,Willis,245604.89,999.0,SUR01,,2021-03-25
2435,Jacob,Howard,0.0,999.0,IT01,,2027-08-06
2436,Warren,Perez,194160.69,999.0,FIN01,,2029-08-11
2437,Kimberly,Sandoval,0.0,115.0,SUR01,,2028-01-29
2438,Danielle,Adams,,999.0,IT01,9999.0,2014-12-21
2439,Lacey,Moore,93648.93,,SUR01,9999.0,2015-12-27
2440,Christopher,Fitzpatrick,,999.0,DDS01,9999.0,2028-05-10
2441,Philip,Cruz,0.0,999.0,REC01,2300.0,2026-03-15
2442,Jacqueline,Perry,0.0,999.0,HYG01,9999.0,2027-08-04
2443,Nicholas,Reynolds,155783.73,,FIN01,3230.0,2018-03-08
2444,James,Molina,,999.0,HR01,2140.0,2030-04-22
2445,Tyler ,Wells,0.0,107.0,IT01,3240.0,2014-11-16
2446,Erin,Allen,167228.89,,HR01,3350.0,2022-12-16
2447,Heidi,Bean,166857.8,,FIN01,,2029-11-20
2448,Joan,Stewart,,,REC01,2977.0,2015-06-09
2449,Dawn,Beltran,0.0,113.0,MGR01,9999.0,2013-03-18
2450,Elizabeth,DIXON,,102.0,REC01,9999.0,2030-04-09
2451,Tiffany,Martinez,0.0,107.0,AST01,9999.0,2029-12-13
2452,Ashley,Moss,,999.0,HYG01,9999.0,2016-12-01
2453,Joy,Abbott,82212.88,,AST01,,2025-04-23
2454,Elizabeth,Clark,,999.0,REC01,2891.0,2019-11-17
2455,Sharon,Patton,,999.0,AST01,,2015-06-08
2456,Brendan,Hayes,0.0,105.0,FIN01,9999.0,2019-01-26
2457,Kimberly,Hicks,45066.07,,HR01,,2029-04-15
2458,,Jackson,206833.04,,BIL01,9999.0,2030-04-26
2459,Matthew,Ellison,,110.0,MGR01,2534.0,2028-10-28
2460,Richard,Torres,0.0,999.0,IT01,9999.0,2030-03-15
2461,Matthew,Brennan,,,IT01,9999.0,2012-09-28
2462,Michael,Kelley,0.0,112.0,BIL01,,2027-05-06
2463,Brian ,Jordan,102099.25,999.0,MGR01,,2016-06-23
2464,Katelyn,Wood,,999.0,SUR01,3399.0,2029-01-17
2465,Timothy,Jones,97717.73,999.0,HYG01,2729.0,2013-06-09
2466,Carlos,Wilson,0.0,,IT01,9999.0,2029-07-01
2467,Morgan,Lewis,108188.6,999.0,FIN01,,2023-08-05
2468,Allison,Kennedy,261120.52,,IT01,9999.0,2011-12-10
2469,Gerald,King,203518.43,111.0,BIL01,9999.0,2013-05-20
2470,Andrew,Bass,,999.0,IT01,,2011-10-20
2471,Sabrina,Spencer,,,FIN01,9999.0,2024-09-17
2472,Joseph,Hayden,0.0,,IT01,2401.0,2011-07-26
2473,Paul,Petersen,0.0,999.0,REC01,,2030-02-24
2474,Keith,Vasquez,67764.2,101.0,HYG01,,2028-09-14
2475,Stephanie,Shepherd,,106.0,FIN01,2843.0,2029-05-23
2476,Robert,Oliver,,,IT01,9999.0,2028-03-23
2477,Rebecca,Smith,190293.8,114.0,FIN01,,2029-06-03
2478,Bryan,Boyd,82259.88,,FIN01,,2029-03-05
2479,Rachael,Bryant,,999.0,AST01,,2029-02-21
2480,Anna,Hartman,0.0,999.0,HR01,2163.0,2016-02-03
2481,Monique,Mosley,171139.76,,REC01,3073.0,2022-03-12
2482,Anthony,Little,134664.63,999.0,AST01,,2024-01-17
2483,Samantha,James,,,MGR01,9999.0,2029-08-22
2484,Kelly,Deleon,0.0,999.0,MGR01,9999.0,2028-08-20
2485,Jonathan,Hernandez,155779.89,113.0,HR01,,2027-09-27
2486,,Tapia,232537.35,,IT01,9999.0,2017-07-04
2487,,Moore,,110.0,SUR01,3631.0,2028-12-18
2488,Joshua,James,0.0,,REC01,,2016-01-30
2489,Clayton,Singleton,0.0,999.0,MGR01,,2029-10-01
2490,Theresa,Stanton,,999.0,REC01,9999.0,2029-04-10
2491,Nicole,Phillips,0.0,101.0,REC01,3991.0,2028-01-17
2492,,Ramirez,65745.31,108.0,IT01,,2028-08-20
2493,Joshua,Schaefer,120957.19,,MGR01,,2025-05-03
2494,Katherine,Gilbert,232967.67,999.0,SUR01,,2027-10-30
2495,Elizabeth,Juarez,0.0,111.0,BIL01,,2029-12-26
2496,Melanie,Snyder,171403.39,,BIL01,,2013-10-09
2497,Caroline,Smith,0.0,,FIN01,2030.0,2030-01-10
2498,,Mann,0.0,999.0,HYG01,3221.0,2028-07-12
2499,Daniel,Davis,0.0,101.0,MGR01,9999.0,2020-10-19
2500,David,Thomas,0.0,,DDS01,,2018-10-18
2501,Philip,Williams,,,SUR01,,2028-12-28
2502,Craig,Hill,0.0,999.0,IT01,2328.0,2021-01-17
2503,John,Rodriguez,0.0,,FIN01,3502.0,2025-07-19
2504,Madison,Sutton,0.0,,MGR01,9999.0,2029-08-10
2505,Daniel,Morgan,119065.53,999.0,AST01,2136.0,2020-09-07
2506,Anthony,Harvey,0.0,,DDS01,,2029-07-28
2507,Joseph,Stokes,258948.54,,DDS01,3901.0,2029-07-16
2508,Henry,Dominguez,0.0,999.0,HYG01,9999.0,2024-07-11
2509,Warren,Kent,164481.61,112.0,SUR01,,2019-03-07
2510,Johnathan,Ryan,0.0,,IT01,3528.0,2029-12-16
2511,Jennifer,Peters,0.0,999.0,MGR01,9999.0,2013-02-22
2512,Michael,Garcia,,,BIL01,9999.0,2027-08-25
2513,Sean,Mcguire,0.0,,HR01,,2029-11-20
2514,Patrick,CABRERA,48749.56,,SUR01,,2021-08-12
2515,Shawn,Harris,,999.0,HYG01,9999.0,2014-04-08
2516,Clifford,Malone,0.0,104.0,FIN01,,2019-06-16
2517,Robert,Hudson,,,FIN01,9999.0,2016-07-09
2518,Alexandra,Maddox,132755.61,,HYG01,,2027-07-26
2519,Thomas,Cole,183529.38,999.0,MGR01,2783.0,2029-05-06
2520,Timothy,Patrick,160552.37,103.0,IT01,9999.0,2028-09-23
2521,Kelly,Gray,,103.0,FIN01,2688.0,2027-05-24
2522,Sara,Johnson,,999.0,MGR01,2267.0,2030-05-02
2523,Michael,Howard,0.0,109.0,HR01,2496.0,2030-01-18
2524,Danny,Jones,,,FIN01,,2029-10-12
2525,Gregory,Garcia,,110.0,SUR01,2902.0,2018-01-15
2526,Darrell,Bailey,0.0,101.0,REC01,9999.0,2024-01-30
2527,Ronald,WEAVER,148514.16,106.0,SUR01,9999.0,2011-06-23
2528,Adam,Clark,188299.66,999.0,FIN01,3368.0,2027-12-01
2529,Lauren,Brooks,58825.31,999.0,IT01,,2021-03-07
2530,Matthew ,Allen,0.0,106.0,SUR01,,2027-12-20
2531,John,Salinas,,999.0,SUR01,3088.0,2022-07-20
2532,Jonathan,Evans,49942.35,999.0,HR01,,2029-01-12
2533,Lynn ,Kelley,,999.0,HR01,2564.0,2029-05-25
2534,Troy,Harris,,104.0,HYG01,,2023-07-09
2535,Lisa,Harris,0.0,,HR01,9999.0,2013-05-10
2536,Jonathon,Howard,169713.76,111.0,AST01,9999.0,2015-12-14
2537,Mark,Yu,76108.07,999.0,HYG01,3878.0,2028-04-30
2538,Scott,Fisher,118047.45,112.0,HR01,,2029-08-11
2539,Christopher,Russell,0.0,105.0,AST01,3595.0,2017-10-01
2540,John,Smith,0.0,110.0,DDS01,3221.0,2023-11-14
2541,Ana,Mcclain,0.0,999.0,HR01,,2025-12-11
2542,Elizabeth,Chandler,52412.8,,SUR01,,2013-07-12
2543,Jonathan,Levy,0.0,999.0,HR01,,2024-02-14
2544,Tyler,Powell,,999.0,MGR01,9999.0,2016-11-24
2545,Sharon,Lin,246889.39,999.0,MGR01,9999.0,2011-07-19
2546,Melissa,Bishop,,,AST01,,2030-02-15
2547,Tracy,Moore,163903.02,999.0,AST01,2925.0,2017-11-15
2548,Jim,Williams,,,FIN01,2051.0,2028-10-01
2549,Paul,Scott,,999.0,HYG01,9999.0,2014-04-20
2550,Steven,Mayo,0.0,999.0,HR01,9999.0,2020-01-03
2551,Pedro,Martinez,0.0,114.0,DDS01,2332.0,2021-11-19
2552,Kevin,Wu,0.0,103.0,DDS01,3840.0,2015-04-26
2553,Douglas,Johnson,0.0,113.0,SUR01,,2020-06-21
2554,Barbara,Holmes,0.0,101.0,FIN01,9999.0,2030-05-02
2555,Daniel,Harmon,87513.2,,FIN01,2075.0,2023-11-07
2556,Emily,Hughes,,103.0,IT01,,2014-07-20
2557,Michelle,Marsh,,,MGR01,3679.0,2029-08-09
2558,Charles,Jones,,,FIN01,3074.0,2023-01-03
2559,Christian,Anderson,166657.72,999.0,HR01,9999.0,2029-01-29
2560,Keith,Rogers,,115.0,MGR01,9999.0,2027-06-29
2561,Eric,Harrison,248242.65,,DDS01,2396.0,2020-03-12
2562,Kimberly,Chen,0.0,,MGR01,,2029-11-26
2563,Anne,Lopez,,113.0,DDS01,,2027-08-01
2564,Devin,Nguyen,175851.95,114.0,IT01,,2027-12-01
2565,Ronald,Davis,0.0,999.0,HR01,,2030-03-30
2566,Daniel,Howard,0.0,999.0,FIN01,3097.0,2013-03-11
2567,Mariah,Howell,126326.97,105.0,FIN01,,2020-07-24
2568,Melissa,Webb,,,HR01,3453.0,2029-08-24
2569,Michelle,Arroyo,,999.0,BIL01,2619.0,2013-09-10
2570,Angela,Dunlap,147068.04,,SUR01,9999.0,2016-08-19
2571,Jeremy,Delgado,,103.0,SUR01,9999.0,2013-12-02
2572,Mikayla,Lara,165139.32,105.0,BIL01,9999.0,2017-03-24
2573,Elijah,Adams,,999.0,BIL01,,2017-08-30
2574,Alyssa,Ellison,0.0,,HYG01,2305.0,2029-05-09
2575,Kelly,ALI,,,FIN01,2555.0,2028-11-03
2576,Stephanie,Copeland,,101.0,HYG01,,2014-01-29
2577,Hunter,Thompson,0.0,999.0,REC01,,2028-07-23
2578,Thomas,Lee,231138.96,,IT01,3162.0,2018-08-21
2579,Mark,Ortiz,,104.0,BIL01,9999.0,2027-08-18
2580,Kimberly,King,,,HYG01,2061.0,2028-08-25
2581,Kelly,Gibson,0.0,110.0,HYG01,3040.0,2028-08-19
2582,William,Villarreal,,,MGR01,9999.0,2019-07-09
2583,Kathryn,Nielsen,0.0,,MGR01,,2027-11-16
2584,Kim,Martin,0.0,,BIL01,9999.0,2029-04-01
2585,Alan,Martinez,264853.19,110.0,BIL01,9999.0,2027-12-05
2586,Thomas,Lloyd,0.0,999.0,AST01,3658.0,2013-12-14
2587,Kevin,King,147846.75,,HR01,9999.0,2029-09-28
2588,Travis,Finley,0.0,,DDS01,3735.0,2029-09-05
2589,Luis,Jones,,,HR01,3772.0,2024-07-11
2590,Bryan,Zamora,,999.0,IT01,9999.0,2024-04-20
2591,Melissa,Booth,,,AST01,9999.0,2025-01-25
2592,Christopher,JONES,0.0,107.0,IT01,2173.0,2028-02-10
2593,Elizabeth,Smith,,,BIL01,,2027-08-02
2594,,Morris,0.0,999.0,MGR01,,2029-12-21
2595,Thomas,Guerrero,,999.0,AST01,9999.0,2019-08-11
2596,Jessica,Jackson,,999.0,SUR01,9999.0,2015-12-14
2597,Arthur,Smith,0.0,999.0,BIL01,9999.0,2014-07-15
2598,Christopher ,Brown,0.0,,REC01,,2027-08-18
2599,Zachary,Gray,0.0,105.0,FIN01,,2013-10-09
2600,Amber,Osborn,,108.0,REC01,9999.0,2015-10-31
2601,Molly,Hanson,0.0,999.0,IT01,9999.0,2023-02-22
2602,Elizabeth,Rodriguez,99325.05,999.0,HYG01,3765.0,2029-01-16
2603,Amanda,Cook,,,AST01,9999.0,2028-11-11
2604,James,Peters,192720.05,101.0,REC01,,2027-10-27
2605,John,Mathis,0.0,,MGR01,,2025-08-15
2606,Tracy ,Johnson,0.0,999.0,MGR01,3398.0,2012-06-22
2607,Jason,Carroll,,,FIN01,2546.0,2027-12-23
2608,Elizabeth,Anderson,0.0,113.0,BIL01,,2014-06-05
2609,Stacy,Martin,47751.12,109.0,SUR01,,2027-09-19
2610,Todd,Lester,187461.36,999.0,HYG01,3830.0,2021-05-30
2611,Jason,Bryant,0.0,110.0,REC01,3835.0,2022-11-19
2612,Rebecca,Hawkins,,,REC01,9999.0,2030-04-19
2613,William,Ballard,,,IT01,,2019-04-05
2614,Sheila,Esparza,0.0,108.0,SUR01,9999.0,2029-04-10
2615,Amber,Long,104569.14,102.0,IT01,9999.0,2030-03-28
2616,Melissa,MENDEZ,45199.56,,HR01,2545.0,2027-08-20
2617,Carl,Skinner,,999.0,DDS01,3599.0,2015-10-16
2618,Sandra,Williams,0.0,,HR01,9999.0,2030-01-11
2619,Wendy,Freeman,,,AST01,,2015-09-30
2620,Johnny,Moore,,115.0,IT01,9999.0,2028-04-17
2621,Christopher,Kelly,77186.88,999.0,HR01,3214.0,2029-05-24
2622,Michael,Haynes,,101.0,DDS01,2694.0,2029-05-28
2623,Brent,Smith,0.0,999.0,HYG01,9999.0,2011-07-11
2624,Michael,Wolf,0.0,101.0,DDS01,9999.0,2016-02-07
2625,Dustin,Chung,,110.0,HYG01,9999.0,2017-12-25
2626,Karen,Romero,59515.33,,BIL01,9999.0,2030-04-05
2627,Jeremy,Smith,118965.67,113.0,HYG01,3214.0,2028-03-31
2628,Adrienne,Johnson,0.0,,AST01,9999.0,2022-07-18
2629,Robert,Clark,223862.18,,AST01,2165.0,2019-11-27
2630,Tiffany,Moore,0.0,,AST01,3417.0,2020-11-13
2631,Michael,Aguirre,0.0,112.0,FIN01,3221.0,2027-10-22
2632,Kirk,Garner,125006.32,109.0,FIN01,2393.0,2011-09-24
2633,Samantha,Gilbert,0.0,111.0,HYG01,2566.0,2018-10-24
2634,Annette,Vaughn,154114.95,999.0,BIL01,3889.0,2013-10-20
2635,Matthew,Garcia,,101.0,AST01,3516.0,2016-07-18
2636,Melinda,Moreno,0.0,999.0,SUR01,,2029-11-01
2637,Jennifer,Taylor,70330.56,102.0,HR01,,2025-06-13
2638,Andrew,Sanders,,103.0,AST01,9999.0,2029-03-03
2639,Manuel,Wells,,,REC01,2260.0,2017-05-21
2640,John,Villarreal,,,FIN01,3236.0,2018-09-30
2641,Ashley,Taylor,,114.0,REC01,,2030-01-04
2642,Eric,WEST,,110.0,FIN01,9999.0,2018-05-04
2643,Heather,Kim,0.0,999.0,IT01,,2029-08-16
2644,Matthew,Jones,158915.56,109.0,SUR01,9999.0,2027-10-10
2645,Ashley,Flores,,,FIN01,9999.0,2029-09-06
2646,Lorraine,Williams,0.0,107.0,DDS01,,2028-03-15
2647,Danielle,Peck,121568.41,,HYG01,,2013-07-11
2648,Anthony,Delgado,0.0,106.0,IT01,,2028-06-28
2649,Steven,Bird,173521.81,999.0,BIL01,3584.0,2017-04-30
2650,Jodi,Smith,0.0,999.0,BIL01,9999.0,2016-11-15
2651,Jasmine,Barker,108743.43,,IT01,,2025-10-23
2652,Bonnie,Evans,0.0,999.0,SUR01,9999.0,2023-05-02
2653,Hayden,Ross,,102.0,AST01,,2022-10-17
2654,David,Avila,,999.0,BIL01,3108.0,2027-06-06
2655,Christopher,Mitchell,88483.95,114.0,HR01,9999.0,2028-10-05
2656,Michele,Johnson,0.0,999.0,IT01,9999.0,2027-06-20
2657,Jerry,Anderson,,,AST01,,2015-08-08
2658,Monica,Mahoney,0.0,,AST01,2373.0,2014-08-25
2659,Cindy,Duke,,106.0,BIL01,9999.0,2019-01-22
2660,Diana,Williams,0.0,105.0,IT01,3885.0,2029-08-06
2661,Heather,Todd,0.0,999.0,IT01,9999.0,2028-06-14
2662,Katie,Walls,0.0,999.0,HYG01,,2029-04-01
2663,George,Lee,,,BIL01,3264.0,2029-10-09
2664,Jeffrey,Rasmussen,179189.23,,MGR01,2400.0,2022-12-27
2665,Christopher,Hudson,,,BIL01,9999.0,2022-04-17
2666,Brooke,Vaughan,133805.9,,MGR01,,2028-10-31
2667,Jessica,Williams,,105.0,HR01,9999.0,2029-01-09
2668,Samuel,Walter,,999.0,HYG01,2686.0,2028-09-19
2669,Rebecca,HOWELL,,999.0,AST01,3546.0,2012-11-15
2670,Hector,Jenkins,,999.0,SUR01,,2029-07-26
2671,Francisco ,ANDERSON,0.0,108.0,HR01,9999.0,2029-10-19
2672,Jeanette,Jordan,,108.0,FIN01,9999.0,2029-05-20
2673,Michael,Grant,0.0,114.0,REC01,9999.0,2021-12-26
2674,Karen,Matthews,247012.97,106.0,HR01,,2027-11-03
2675,Kristina,Torres,0.0,115.0,HYG01,3052.0,2019-08-27
2676,William,Welch,0.0,,HYG01,9999.0,2028-11-27
2677,Helen,Holt,,,HYG01,,2013-06-27
2678,Stephen,Richardson,0.0,999.0,HR01,9999.0,2012-02-23
2679,Jessica,Mclean,,,IT01,,2017-08-19
2680,Richard,Patterson,0.0,105.0,AST01,3524.0,2020-02-24
2681,Craig,Smith,73829.16,,DDS01,3414.0,2013-02-27
2682,Ryan,Jacobs,0.0,999.0,REC01,,2023-01-01
2683,,Reid,67195.83,999.0,AST01,9999.0,2012-09-20
2684,Kathleen,Morris,,,MGR01,2721.0,2016-10-30
2685,Jeffrey,Smith,48216.39,112.0,MGR01,,2015-05-17
2686,Madeline,SUTTON,0.0,,IT01,9999.0,2012-10-25
2687,Troy,Smith,,999.0,BIL01,,2018-09-01
2688,Curtis,Bullock,0.0,999.0,BIL01,3478.0,2014-03-02
2689,Douglas,Williams,0.0,,REC01,9999.0,2029-10-26
2690,Cindy,Johnson,,,HYG01,2367.0,2028-06-21
2691,Sarah,Lynch,,999.0,HYG01,3209.0,2014-10-05
2692,Rachel,Oliver,,102.0,REC01,,2028-10-24
2693,Crystal,Thompson,0.0,,IT01,9999.0,2028-04-04
2694,Stephanie,Riley,,108.0,HYG01,3286.0,2021-03-15
2695,Kim,Jackson,51152.24,999.0,REC01,,2013-10-26
2696,Katherine,Black,,,IT01,,2027-11-17
2697,Mark,Mack,169321.67,113.0,IT01,2881.0,2027-10-09
2698,Gina,Clark,0.0,,IT01,9999.0,2019-09-15
2699,Veronica,Mullins,0.0,,IT01,9999.0,2028-03-04
2700,Tyler,Miller,0.0,999.0,BIL01,,2027-10-31
2701,Anthony,Miller,0.0,110.0,HR01,9999.0,2029-09-27
2702,Javier,Abbott,0.0,104.0,FIN01,9999.0,2027-06-15
2703,James,Rodriguez,71328.4,999.0,HR01,2667.0,2028-08-30
2704,Christopher,Murphy,0.0,,BIL01,9999.0,2029-11-26
2705,Kurt,Conway,,999.0,AST01,9999.0,2029-02-24
2706,Glen,Rodgers,159298.89,999.0,DDS01,,2028-07-22
2707,Jeremy,Davis,188651.63,999.0,REC01,9999.0,2027-11-09
2708,Laura,Perkins,93240.01,,MGR01,,2029-12-18
2709,Donald,Harrell,0.0,999.0,FIN01,2369.0,2025-02-16
2710,Richard,Santos,,999.0,FIN01,9999.0,2030-01-21
2711,Megan,Weeks,151371.94,999.0,HR01,,2029-02-14
2712,Michael,Reyes,,,FIN01,3323.0,2028-05-17
2713,Eric,Ibarra,,,DDS01,,2027-11-26
2714,Kevin,Rojas,,999.0,IT01,9999.0,2015-01-20
2715,Patrick,Anderson,,114.0,HYG01,,2030-03-26
2716,Stephen,Benson,0.0,999.0,IT01,3910.0,2028-06-18
2717,Jared,Smith,,999.0,HR01,,2020-04-10
2718,Susan,Newton,,999.0,HYG01,,2028-05-13
2719,Valerie,Webb,266562.53,,DDS01,,2029-08-06
2720,Angela,Rhodes,215073.43,999.0,REC01,,2027-06-13
2721,Travis,Chang,0.0,114.0,DDS01,,2027-06-07
2722,Anna,Miller,103772.75,115.0,IT01,2609.0,2024-11-17
2723,Jennifer,Proctor,138446.43,105.0,HR01,,2028-09-06
2724,Barbara,Brown,256265.63,114.0,BIL01,,2020-02-25
2725,Christine,Pearson,0.0,101.0,IT01,9999.0,2015-03-14
2726,Lauren,Estrada,,110.0,MGR01,2226.0,2016-08-30
2727,Andrew,Austin,0.0,,IT01,,2028-02-20
2728,Jacob,Willis,,,BIL01,2406.0,2028-07-16
2729,Elizabeth,Jones,248398.53,101.0,HYG01,9999.0,2013-01-26
2730,William,Brewer,,,HYG01,,2022-09-03
2731,Mary,Gomez,0.0,,HYG01,9999.0,2028-12-18
2732,Barbara,Parks,,999.0,HR01,,2015-01-02
2733,Mary,Yu,0.0,,DDS01,,2022-12-18
2734,Bridget,Rivera,,999.0,DDS01,,2015-01-03
2735,Amy,Johnson,136437.58,,HYG01,,2029-07-08
2736,Duane,Walker,,999.0,DDS01,9999.0,2017-10-08
2737,Lynn,Franco,,999.0,REC01,9999.0,2014-05-05
2738,Kevin,Stark,152659.52,999.0,REC01,,2021-07-11
2739,Sonia,Martinez,,,REC01,,2029-07-10
2740,Dale,Ryan,116992.37,999.0,DDS01,3006.0,2027-05-14
2741,Kimberly,Anderson,153156.93,,DDS01,2893.0,2029-05-16
2742,Michael,Sherman,150284.73,999.0,BIL01,3775.0,2013-04-26
2743,William,Costa,0.0,,FIN01,9999.0,2025-02-13
2744,Terry ,Peterson,86530.83,,DDS01,3386.0,2029-07-02
2745,Michelle,Johnson,130918.41,,IT01,2314.0,2018-12-31
2746,Kimberly,Clark,0.0,111.0,BIL01,2674.0,2029-06-05
2747,Taylor,Burns,228317.7,104.0,BIL01,9999.0,2027-09-06
2748,Maureen,Frost,183527.05,,HYG01,2364.0,2030-03-11
2749,Charles,ROJAS,0.0,999.0,IT01,2315.0,2027-09-30
2750,Julia,Browning,0.0,,MGR01,3362.0,2028-01-21
2751,Sean,Bowman,0.0,107.0,FIN01,,2027-11-27
2752,Carlos,Brown,,111.0,IT01,9999.0,2014-06-07
2753,Madison,Barnett,152690.41,,REC01,2615.0,2017-04-10
2754,Gregory,White,55977.5,115.0,HR01,3051.0,2028-10-19
2755,Robert,Cantu,,110.0,HYG01,9999.0,2015-09-14
2756,Paul,Herrera,238869.26,,BIL01,9999.0,2028-10-05
2757,Jason,Smith,,106.0,FIN01,2432.0,2017-03-23
2758,Edward,Figueroa,,102.0,IT01,9999.0,2028-12-08
2759,Tiffany,Flores,,999.0,HR01,9999.0,2027-05-30
2760,Briana,Norman,88884.48,112.0,IT01,3759.0,2020-12-01
2761,Laura,Ramirez,0.0,104.0,IT01,,2018-05-04
2762,Michael,Ware,,,SUR01,,2012-07-08
2763,Peter,Benitez,121785.51,999.0,FIN01,,2029-09-04
2764,Patricia,Riddle,,999.0,SUR01,9999.0,2030-01-20
2765,Natalie,Sanchez,117645.53,999.0,IT01,,2024-11-05
2766,Chad,Spencer,145332.9,999.0,IT01,,2030-04-19
2767,Tony,Gregory,0.0,999.0,REC01,,2019-09-04
2768,Natalie,Harris,0.0,,FIN01,,2021-09-28
2769,James,Meyers,156064.65,104.0,HR01,,2025-07-17
2770,Jason,Rojas,173071.02,,AST01,9999.0,2024-02-20
2771,Lynn,Campbell,,999.0,IT01,2464.0,2019-12-23
2772,Maria,Hatfield,0.0,105.0,DDS01,9999.0,2013-05-02
2773,John,Thompson,238567.3,999.0,MGR01,3248.0,2014-01-24
2774,Melissa,Mack,254526.73,,HYG01,,2029-09-20
2775,Shannon,Wilson,73286.2,,IT01,3575.0,2014-09-15
2776,Christopher,Anderson,,999.0,MGR01,3361.0,2016-03-21
2777,Matthew,Becker,,,DDS01,9999.0,2027-06-28
2778,Willie,Henderson,163990.2,,HR01,,2022-08-21
2779,Kimberly,Patterson,0.0,999.0,HR01,9999.0,2027-09-26
2780,Patricia,Thompson,0.0,,HR01,,2013-02-16
2781,Richard,Sims,0.0,999.0,SUR01,9999.0,2029-02-27
2782,Richard,Mcdonald,0.0,112.0,SUR01,9999.0,2029-02-09
2783,Emily,Thomas,219120.65,101.0,SUR01,9999.0,2030-03-02
2784,Margaret,Daugherty,0.0,,HYG01,9999.0,2028-09-08
2785,Nancy,Clarke,0.0,,BIL01,2694.0,2011-07-25
2786,Brent,Krause,176736.12,,HYG01,9999.0,2025-09-20
2787,Leslie,Wilson,128091.53,999.0,HYG01,,2025-09-17
2788,Timothy,Moran,,999.0,REC01,9999.0,2029-01-08
2789,Valerie,Walker,,,MGR01,3687.0,2017-09-07
2790,Jared,Allen,0.0,999.0,DDS01,,2027-05-06
2791,Charles,Clark,0.0,,FIN01,2225.0,2027-11-23
2792,Caleb,Massey,,,AST01,2995.0,2025-09-05
2793,George,Grant,,104.0,DDS01,9999.0,2029-09-27
2794,Steven,Cunningham,0.0,999.0,IT01,,2029-02-07
2795,Michael,Harper,0.0,,BIL01,,2013-02-23
2796,Michael,Lee,,999.0,REC01,9999.0,2028-09-14
2797,Tara,Macdonald,0.0,999.0,SUR01,3321.0,2013-07-17
2798,Jill,Chavez,0.0,,MGR01,3029.0,2012-07-31
2799,William ,Reynolds,0.0,999.0,HR01,2909.0,2027-11-09
2800,Steven,Olson,123190.01,107.0,HR01,9999.0,2028-11-17
2801,John,Bautista,83675.88,,REC01,3573.0,2019-04-25
2802,Carl,Vazquez,266058.37,999.0,HYG01,,2028-10-27
2803,Philip,Fisher,131368.03,101.0,IT01,9999.0,2017-01-21
2804,Brandon,Kline,,999.0,DDS01,2833.0,2029-04-08
2805,John,Lopez,0.0,111.0,REC01,9999.0,2017-07-23
2806,Anne,Mcdaniel,160099.45,999.0,MGR01,2344.0,2028-02-23
2807,Nicole ,Perez,,111.0,REC01,2001.0,2027-09-18
2808,James,Hill,0.0,999.0,DDS01,9999.0,2027-06-06
2809,David,Jenkins,0.0,102.0,HR01,9999.0,2028-09-12
2810,Alyssa,Mcintyre,,,REC01,9999.0,2029-11-06
2811,Amanda,Ruiz,0.0,106.0,DDS01,9999.0,2017-09-23
2812,,Brady,0.0,999.0,MGR01,,2029-03-09
2813,Mallory,Schroeder,0.0,999.0,FIN01,,2028-03-15
2814,Danny,Terry,205316.93,,DDS01,2758.0,2027-05-19
2815,Gregg ,Barnett,,104.0,SUR01,9999.0,2027-07-26
2816,Michael,Scott,0.0,999.0,HR01,2428.0,2016-09-16
2817,Brandy,Mccullough,84209.73,999.0,HYG01,9999.0,2023-04-28
2818,Stephen,Newton,259719.58,999.0,DDS01,,2022-10-24
2819,Mark,Williams,0.0,,BIL01,,2016-03-28
2820,Angela,Williams,,,DDS01,3059.0,2019-03-08
2821,Jeffrey,Sanders,46186.64,106.0,SUR01,9999.0,2016-11-04
2822,Kristina,Quinn,102496.36,,DDS01,9999.0,2024-05-19
2823,Jordan,Carter,,,SUR01,2506.0,2029-09-14
2824,Emily,Jones,164525.26,999.0,IT01,,2017-03-05
2825,Deanna,Gardner,,999.0,IT01,2133.0,2025-04-29
2826,Andrew,Silva,68420.34,109.0,HYG01,,2029-05-16
